Feature,Duration,ATE,Normalized_ATE,Sum_Normalized_ATE,Type
Solar Array's Angle,30,37.6473338042505,1.1807478268595752,1.0,IBS_R
High Gain Antenna Azimuth,30,-5.475513021988242,-0.17173062334958714,1.0,IBS_R
Heater Dutycycle,30,-0.1391677795186783,-0.004364772658004255,1.0,IBS_R
Outboard Sensor minus Inboard Sensor Temp.,30,2.9936741564166733,0.09389175533369569,1.0,IBS_R
2.5V_PCU_ELB,40,0.2044634610841359,-0.012891701980735169,1.0000000000000002,IBS_R
Radial Distance from Sun,40,-0.3996773708983432,0.025200207052862876,1.0000000000000002,IBS_R
Electronic Box Temperature,40,-0.1276402295881856,0.008047891744952842,1.0000000000000002,IBS_R
Outboard Sensor Temperature,40,-0.2377094461144824,0.014987906988684454,1.0000000000000002,IBS_R
Inboard Sensor Temperature,40,-2.730812902849612,0.172181503345465,1.0000000000000002,IBS_R
Search Coil Magnetometer's Temperature,40,1.5391033022685878,-0.09704257663058549,1.0000000000000002,IBS_R
Solar Array's Angle,40,-2.18913649641494,0.13802806211579785,1.0000000000000002,IBS_R
High Gain Antenna Azimuth,40,-14.16461352060291,0.8930983326393122,1.0000000000000002,IBS_R
Heater Dutycycle,40,-0.1984034267427126,0.012509608494161046,1.0000000000000002,IBS_R
Outboard Sensor minus Inboard Sensor Temp.,40,2.4443438114937663,-0.15411923376991538,1.0000000000000002,IBS_R
2.5V_PCU_ELB,50,0.0052507495091375,0.0003451494790428574,0.9999999999999999,IBS_R
Radial Distance from Sun,50,-0.4177017721578639,-0.02745694663298586,0.9999999999999999,IBS_R
Electronic Box Temperature,50,-0.1935926958422368,-0.012725500997556845,0.9999999999999999,IBS_R
Outboard Sensor Temperature,50,-0.955055977877973,-0.06277905138070394,0.9999999999999999,IBS_R
Inboard Sensor Temperature,50,-1.029353733679267,-0.06766289351871566,0.9999999999999999,IBS_R
Search Coil Magnetometer's Temperature,50,1.3171222191962342,0.08657888688086107,0.9999999999999999,IBS_R
Solar Array's Angle,50,18.839408011185636,1.2383778447669,0.9999999999999999,IBS_R
High Gain Antenna Azimuth,50,-2.017107620492862,-0.1325912887626683,0.9999999999999999,IBS_R
Heater Dutycycle,50,-0.0676521192094201,-0.004447002025261756,0.9999999999999999,IBS_R
Outboard Sensor minus Inboard Sensor Temp.,50,-0.268344629966026,-0.017639197808911666,0.9999999999999999,IBS_R
